profile_completeness,has_profile_picture,bio_length,email_pattern_risk,username_pattern_risk,document_valid,account_age_days,login_frequency_per_week,days_since_last_login,activity_score,duplicate_flag,risk_score,label,label_name
50.7,0,13.0,57.2,26.1,0,7.9,0.0,29.4,0.0,0,78.8,2,Rejected
95.4,0,129.0,11.8,2.6,1,486.5,3.84,0.2,44.4,0,16.9,0,Verified
84.9,1,66.0,12.4,13.9,1,252.0,4.23,5.7,92.2,0,12.7,0,Verified
86.3,1,206.0,12.8,28.5,1,156.2,4.67,5.9,49.3,0,20.2,0,Verified
66.7,0,95.0,0.4,24.6,1,366.0,1.16,5.6,46.4,0,3.3,0,Verified
69.7,1,96.0,16.7,22.9,1,143.2,0.59,5.1,44.9,0,15.8,0,Verified
100.0,1,94.0,17.2,8.3,1,585.1,6.28,0.8,46.5,0,7.5,0,Verified
49.3,0,10.0,54.0,73.1,0,12.9,0.11,1.4,12.7,0,82.1,2,Rejected
100.0,1,77.0,0.0,16.2,1,443.5,6.52,7.2,54.2,0,3.9,0,Verified
78.6,1,86.0,10.0,10.4,1,555.1,1.87,4.3,72.8,0,8.2,0,Verified
35.4,0,13.0,67.1,38.5,1,7.8,0.0,13.1,0.0,1,75.9,2,Rejected
97.0,1,75.0,27.0,22.0,1,704.2,2.52,1.8,55.6,0,14.6,0,Verified
99.8,1,198.0,15.6,19.1,1,63.7,6.02,0.0,61.7,0,11.0,0,Verified
80.4,1,143.0,2.7,0.0,1,237.7,7.83,1.0,76.5,1,18.3,0,Verified
23.5,0,12.0,80.3,87.7,0,0.1,16.13,11.5,24.7,1,96.6,2,Rejected
81.2,1,163.0,5.5,10.7,1,605.3,8.67,6.7,60.1,0,5.6,0,Verified
66.0,0,13.0,76.5,50.1,0,9.5,0.0,36.5,28.8,0,67.4,2,Rejected
10.2,0,31.0,90.8,50.7,0,11.1,21.14,41.2,0.0,0,99.9,2,Rejected
5.6,0,0.0,83.5,71.7,0,3.5,1.06,20.0,33.6,1,91.0,2,Rejected
38.3,0,0.0,73.3,93.7,1,14.0,20.42,56.6,29.3,0,64.5,1,Flagged for Review
36.0,0,0.0,83.4,42.5,0,11.6,24.1,85.5,0.0,1,100.0,2,Rejected
38.5,0,10.0,40.4,30.4,0,2.7,8.8,15.9,0.0,1,83.7,2,Rejected
86.4,1,90.0,11.7,3.9,1,597.6,4.29,0.9,13.6,0,14.7,0,Verified
30.5,0,13.0,65.1,15.7,1,1.0,0.14,18.2,24.9,1,70.4,2,Rejected
64.8,0,18.0,63.4,32.8,1,1.0,25.97,114.0,7.4,0,50.9,1,Flagged for Review
87.4,1,77.0,15.2,15.6,1,322.6,2.14,5.7,40.2,0,15.1,0,Verified
80.7,1,12.0,7.2,9.4,1,653.9,7.83,0.1,40.0,0,12.5,0,Verified
74.8,1,65.0,15.6,22.2,1,102.3,0.0,0.8,48.9,0,6.0,0,Verified
2.1,0,19.0,51.3,73.9,1,5.7,0.0,6.0,0.0,0,59.4,1,Flagged for Review
31.5,0,18.0,52.3,42.4,0,6.3,0.71,22.2,12.3,0,78.1,2,Rejected
68.2,1,12.0,29.3,83.2,0,2.1,13.95,9.4,15.0,1,70.7,2,Rejected
35.4,1,11.0,91.9,86.9,0,12.9,30.17,48.1,6.4,0,63.7,1,Flagged for Review
39.6,0,20.0,34.8,52.5,1,6.3,30.05,31.4,3.6,0,51.0,1,Flagged for Review
9.8,0,31.0,50.2,45.1,0,16.9,1.36,43.8,6.8,0,93.4,2,Rejected
22.7,1,0.0,80.2,100.0,0,20.3,0.0,5.6,19.9,1,95.0,2,Rejected
27.5,0,21.0,74.9,70.9,1,13.2,25.49,0.9,7.1,1,83.8,2,Rejected
75.3,1,51.0,0.0,11.2,1,241.8,4.42,3.4,47.1,0,9.6,0,Verified
60.6,1,6.0,75.6,85.0,0,10.7,14.81,12.2,1.1,1,88.5,2,Rejected
83.2,1,71.0,0.0,11.7,1,709.4,3.17,1.4,63.1,0,2.3,0,Verified
82.2,1,151.0,25.1,5.6,1,451.4,2.17,2.7,47.9,0,15.9,0,Verified
88.7,1,128.0,7.5,25.5,1,480.0,5.19,4.9,24.0,0,7.3,0,Verified
45.0,0,2.0,59.2,77.9,1,10.2,30.64,4.1,0.6,0,61.2,1,Flagged for Review
56.3,1,74.0,9.5,16.1,1,68.5,0.44,1.6,83.2,0,15.7,0,Verified
75.9,0,127.0,16.4,25.9,1,322.1,4.97,4.0,24.5,0,14.6,0,Verified
14.7,0,3.0,45.5,85.4,1,6.0,0.0,19.1,10.5,1,72.1,2,Rejected
77.8,1,116.0,36.5,36.7,1,696.3,6.57,3.4,23.9,0,6.4,0,Verified
78.6,1,182.0,14.5,6.6,1,659.8,0.49,1.0,41.1,0,10.5,0,Verified
30.3,1,0.0,73.3,86.1,1,29.5,28.56,17.0,14.5,1,72.0,2,Rejected
44.3,0,12.0,92.3,53.6,0,30.2,21.52,4.5,12.0,0,77.8,2,Rejected
60.4,1,116.0,6.1,18.2,1,174.7,2.84,8.6,55.5,0,10.2,0,Verified
79.8,1,140.0,0.0,4.3,1,700.1,4.29,8.7,51.1,0,0.0,0,Verified
28.6,0,11.0,63.1,100.0,0,15.8,0.0,12.8,7.8,0,86.2,2,Rejected
38.0,1,15.0,70.7,96.2,0,21.5,23.32,9.1,0.0,1,98.3,2,Rejected
79.5,1,126.0,3.9,15.5,1,416.5,4.31,0.1,45.8,0,4.6,0,Verified
88.9,1,125.0,1.9,4.2,1,1.0,1.4,0.8,50.9,0,21.8,0,Verified
81.9,1,133.0,25.2,23.2,1,609.8,1.97,1.2,48.5,0,8.5,0,Verified
86.3,1,160.0,0.0,4.1,1,630.5,5.72,0.8,68.0,1,22.0,0,Verified
100.0,1,46.0,0.0,32.2,1,301.3,7.47,4.8,68.7,0,0.0,0,Verified
77.2,1,66.0,0.0,0.0,1,323.5,7.79,4.2,39.0,0,2.1,0,Verified
31.2,0,25.0,58.2,84.1,0,2.0,33.97,28.2,0.0,0,82.3,2,Rejected
27.9,0,5.0,50.0,15.4,1,28.7,1.08,56.8,10.5,0,44.7,1,Flagged for Review
70.2,1,262.0,6.4,4.9,1,1.0,9.78,2.2,58.3,0,25.2,0,Verified
73.8,1,133.0,7.8,11.9,1,758.4,7.98,0.4,71.3,0,3.4,0,Verified
75.3,0,106.0,21.5,8.1,1,205.7,7.31,4.0,58.5,0,14.8,0,Verified
87.0,1,87.0,3.1,0.0,1,902.4,2.98,0.3,15.6,0,18.4,0,Verified
6.5,1,25.0,50.8,39.8,1,36.4,0.0,16.3,12.1,1,54.1,1,Flagged for Review
72.0,1,111.0,25.1,27.2,1,827.5,6.15,0.5,30.7,0,18.0,0,Verified
76.2,1,115.0,5.4,24.0,0,250.9,6.63,8.4,42.1,0,18.0,0,Verified
46.8,0,6.0,69.2,48.2,0,19.7,26.01,12.6,53.9,0,66.3,2,Rejected
3.0,0,12.0,61.7,41.4,0,1.6,10.29,32.1,9.4,0,95.6,2,Rejected
85.7,1,170.0,19.2,0.0,1,303.9,4.74,5.2,70.7,0,11.1,0,Verified
75.5,1,15.0,22.7,73.7,0,2.4,0.0,9.3,14.3,1,67.8,2,Rejected
7.7,0,4.0,50.5,53.6,0,16.3,18.33,38.1,0.0,1,98.3,2,Rejected
38.8,0,12.0,42.6,25.1,0,14.1,19.91,112.1,18.5,0,65.5,2,Rejected
21.8,0,14.0,71.3,63.9,0,22.5,0.0,37.8,33.0,0,85.9,2,Rejected
43.5,0,0.0,80.2,64.3,0,12.0,15.97,46.8,2.6,1,85.5,2,Rejected
60.1,1,172.0,7.8,0.0,1,362.6,7.4,3.1,56.6,0,9.2,0,Verified
39.9,0,143.0,17.2,21.8,1,512.6,7.16,6.5,78.9,1,42.3,1,Flagged for Review
90.0,1,174.0,5.9,14.9,1,188.4,4.84,5.3,75.6,0,0.0,0,Verified
85.4,1,112.0,1.8,22.8,1,496.0,2.88,0.7,69.2,0,4.3,0,Verified
66.7,1,138.0,6.5,6.8,1,455.6,5.96,0.8,33.8,0,9.6,0,Verified
49.4,0,3.0,31.9,70.6,0,13.4,0.55,29.6,3.8,1,78.9,2,Rejected
68.4,1,123.0,0.7,12.1,1,250.5,5.8,0.7,51.4,0,0.0,0,Verified
83.5,1,170.0,0.0,22.3,1,73.3,4.26,1.3,47.9,0,4.9,0,Verified
73.2,1,83.0,10.7,9.2,1,861.1,6.34,0.1,42.7,0,2.5,0,Verified
88.9,1,71.0,4.3,21.6,1,583.9,6.49,1.1,51.9,0,3.0,0,Verified
42.1,1,10.0,44.7,63.3,1,16.1,0.67,60.9,14.9,0,47.0,1,Flagged for Review
28.7,0,21.0,62.9,72.2,0,90.0,35.55,14.8,0.0,0,66.6,2,Rejected
66.2,1,139.0,4.6,11.2,1,377.4,5.97,0.0,51.9,0,7.5,0,Verified
78.4,1,90.0,28.1,26.7,0,547.6,8.31,0.0,59.0,0,34.7,0,Verified
74.5,1,187.0,0.6,14.5,1,1.0,5.58,0.5,65.0,0,22.8,0,Verified
93.2,1,52.0,7.6,33.0,1,130.2,8.78,6.2,49.7,0,0.0,0,Verified
56.0,1,166.0,0.0,0.0,1,212.6,8.02,1.9,41.7,0,2.8,0,Verified
82.6,1,76.0,0.0,13.6,1,301.8,7.3,12.2,18.9,0,16.2,0,Verified
40.3,0,7.0,49.5,75.5,1,0.5,21.11,2.4,17.4,0,51.3,1,Flagged for Review
26.3,0,1.0,66.3,60.6,1,6.1,0.0,22.5,0.0,1,79.0,2,Rejected
33.7,0,12.0,63.3,73.9,0,10.0,0.77,50.3,1.4,1,98.9,2,Rejected
77.0,1,0.0,61.5,10.6,0,0.0,9.03,14.9,12.5,0,41.8,1,Flagged for Review
30.1,0,0.0,70.3,61.9,0,34.4,0.65,24.6,9.4,1,83.9,2,Rejected
27.8,1,0.0,53.4,69.4,0,5.1,16.83,41.5,2.0,0,73.9,2,Rejected
22.0,0,23.0,52.3,25.3,0,4.5,0.12,11.0,33.3,0,66.7,2,Rejected
49.9,1,3.0,89.6,74.0,1,25.7,0.2,26.6,0.0,1,68.7,2,Rejected
98.5,1,113.0,0.0,45.4,1,416.3,10.08,1.5,14.9,0,16.0,0,Verified
22.0,1,8.0,78.5,100.0,1,16.1,0.0,25.7,18.4,0,68.3,2,Rejected
89.3,1,109.0,16.7,12.6,1,181.5,7.75,2.7,68.7,0,10.1,0,Verified
100.0,1,46.0,0.0,10.7,1,482.5,1.59,4.3,38.4,0,0.0,0,Verified
87.9,1,46.0,0.0,23.4,1,174.2,1.02,3.4,56.2,0,0.0,0,Verified
0.0,0,0.0,30.4,19.4,0,1.4,19.11,17.6,16.7,0,77.1,2,Rejected
82.1,1,103.0,18.8,0.0,1,356.1,8.78,4.7,62.7,0,0.0,0,Verified
60.0,1,148.0,0.0,19.7,1,456.8,2.52,10.6,69.8,1,20.8,0,Verified
100.0,1,144.0,18.0,12.3,1,172.1,4.96,10.2,36.9,0,6.7,0,Verified
73.4,1,137.0,11.0,0.0,1,460.9,7.97,4.7,31.7,0,13.1,0,Verified
52.9,1,18.0,49.4,86.3,0,7.5,0.98,7.2,9.7,0,77.6,2,Rejected
10.8,1,7.0,69.5,33.8,0,12.2,21.34,5.0,25.5,0,64.7,1,Flagged for Review
65.5,1,129.0,16.5,18.7,1,768.2,5.01,0.1,63.9,0,8.2,0,Verified
100.0,1,134.0,18.4,25.2,1,487.9,3.9,0.8,65.2,1,15.3,0,Verified
77.1,1,3.0,6.5,33.6,1,503.7,2.26,1.2,49.0,0,21.5,0,Verified
100.0,1,72.0,10.2,2.0,1,632.5,4.08,0.4,58.2,0,0.6,0,Verified
48.7,1,16.0,57.4,39.4,0,15.7,31.95,1.9,0.0,1,84.2,2,Rejected
56.2,1,115.0,26.5,19.9,1,866.9,0.51,0.3,51.7,0,16.0,0,Verified
46.7,0,2.0,47.5,38.9,1,26.5,0.0,55.9,19.3,0,50.4,1,Flagged for Review
74.5,1,2.0,50.3,32.4,0,31.2,27.36,23.1,10.3,0,43.5,1,Flagged for Review
91.8,1,101.0,2.8,11.1,1,614.2,11.48,4.1,60.5,0,0.0,0,Verified
82.4,1,103.0,11.3,20.7,1,185.4,2.9,1.2,52.1,0,14.7,0,Verified
37.1,1,3.0,42.4,50.9,0,0.9,28.53,43.3,23.5,1,71.8,2,Rejected
17.0,0,0.0,61.0,85.1,1,1.7,0.99,10.0,0.0,0,76.0,2,Rejected
100.0,1,61.0,28.5,9.3,1,911.4,3.4,0.3,57.6,0,4.4,0,Verified
31.2,0,15.0,44.3,48.3,0,4.0,26.1,8.7,0.0,0,74.6,2,Rejected
81.2,1,136.0,14.7,0.0,0,391.8,6.42,3.1,58.3,0,19.0,0,Verified
32.4,0,0.0,31.9,52.1,1,2.4,0.28,12.8,0.0,0,52.5,1,Flagged for Review
84.9,1,178.0,10.2,0.0,0,1.0,8.36,1.1,29.7,0,28.9,0,Verified
84.9,1,96.0,8.5,19.9,1,337.3,7.77,6.5,83.3,0,9.4,0,Verified
34.8,0,24.0,71.2,55.4,1,4.6,27.08,13.0,17.5,0,63.0,1,Flagged for Review
10.0,1,8.0,47.1,14.8,0,8.9,0.0,11.4,31.0,0,66.0,2,Rejected
42.3,0,0.0,70.4,28.1,0,2.5,0.0,15.4,19.4,1,83.2,2,Rejected
52.7,0,15.0,73.3,25.6,0,17.0,0.0,9.6,12.7,0,82.9,2,Rejected
100.0,0,121.0,12.0,15.5,1,569.8,6.93,4.0,90.4,0,8.9,0,Verified
0.0,1,0.0,59.5,42.9,0,6.7,18.89,1.6,16.6,1,90.4,2,Rejected
69.6,1,81.0,22.2,15.3,1,1.0,6.68,4.4,84.7,0,16.4,0,Verified
43.7,1,29.0,21.2,69.6,1,4.1,28.64,4.8,13.8,1,59.3,1,Flagged for Review
78.0,1,87.0,6.8,5.3,1,355.9,5.66,2.6,39.8,0,0.0,0,Verified
92.6,1,96.0,6.9,16.9,1,371.9,7.39,5.5,64.1,0,1.0,0,Verified
77.9,1,148.0,6.5,0.0,1,1.0,4.93,0.6,36.6,0,17.3,0,Verified
81.2,1,118.0,17.2,0.0,1,808.3,3.11,0.5,44.2,0,16.8,0,Verified
88.9,0,137.0,6.8,15.0,1,466.0,4.81,0.5,60.7,0,2.5,0,Verified
0.0,0,12.0,49.5,53.7,1,4.6,13.98,28.3,4.6,1,77.9,2,Rejected
54.1,1,95.0,1.8,14.0,1,517.6,1.61,0.3,63.3,0,6.2,0,Verified
66.3,0,58.0,11.7,15.9,0,509.6,3.57,5.5,22.7,0,28.3,0,Verified
95.0,1,93.0,2.2,12.7,1,737.9,1.52,5.1,52.2,0,0.0,0,Verified
42.0,0,0.0,42.1,49.6,0,8.0,17.8,4.5,34.6,0,63.7,1,Flagged for Review
74.7,0,83.0,9.8,13.2,1,423.1,2.15,3.7,68.5,0,20.5,0,Verified
63.0,1,106.0,8.4,0.0,1,252.9,7.38,3.0,69.6,0,7.8,0,Verified
35.7,0,32.0,61.5,73.7,1,53.5,0.27,15.9,28.6,1,50.1,1,Flagged for Review
13.3,1,18.0,48.8,66.8,0,24.9,16.57,63.0,29.3,0,53.8,1,Flagged for Review
80.6,1,126.0,15.9,12.0,1,187.8,8.95,0.9,64.0,0,10.4,0,Verified
73.6,0,12.0,2.3,23.4,1,402.4,2.18,3.9,49.6,0,16.8,0,Verified
68.5,1,107.0,11.1,7.9,1,101.3,6.87,1.2,71.2,0,17.8,0,Verified
48.3,0,27.0,36.7,33.7,0,23.3,29.79,10.2,13.9,1,83.0,2,Rejected
87.1,1,56.0,3.4,6.6,1,921.1,6.59,0.1,53.9,0,10.5,0,Verified
0.5,1,9.0,5.6,100.0,1,10.7,0.0,20.5,4.2,0,54.3,1,Flagged for Review
21.4,0,7.0,78.7,20.5,1,40.4,0.0,11.1,1.4,0,53.5,1,Flagged for Review
58.9,0,18.0,80.7,44.6,0,7.1,3.34,47.5,21.7,1,88.6,2,Rejected
95.6,1,111.0,26.5,0.0,1,294.7,6.07,8.6,92.9,0,8.7,0,Verified
71.1,1,109.0,12.2,35.7,1,725.4,9.89,1.0,64.5,0,0.0,0,Verified
84.8,0,78.0,6.1,10.0,1,215.3,2.43,3.4,66.0,0,13.6,0,Verified
75.6,1,86.0,25.4,20.9,1,561.6,4.75,1.1,28.6,0,7.9,0,Verified
84.6,1,129.0,14.4,22.3,1,449.6,3.13,1.1,60.6,0,16.2,0,Verified
100.0,1,48.0,3.6,6.4,1,244.2,4.96,5.6,49.3,0,0.0,0,Verified
90.5,1,137.0,14.7,20.1,1,482.4,0.17,4.6,69.9,0,5.7,0,Verified
89.1,1,93.0,7.1,4.8,1,648.4,8.75,1.0,61.0,0,8.6,0,Verified
76.0,0,147.0,0.0,0.1,1,442.6,5.06,0.3,72.7,0,15.4,0,Verified
61.2,1,153.0,19.4,26.0,0,445.3,7.29,1.3,93.4,0,34.6,0,Verified
18.8,0,17.0,45.7,59.0,1,1.4,0.46,19.5,29.0,1,73.8,2,Rejected
98.9,1,84.0,28.4,18.2,1,717.5,5.48,0.3,72.0,1,25.1,0,Verified
60.6,1,72.0,14.2,16.9,1,691.6,7.82,3.3,67.3,0,8.0,0,Verified
43.4,1,0.0,39.5,82.1,0,6.1,10.2,4.1,24.0,1,67.9,2,Rejected
83.8,1,64.0,18.3,0.0,1,387.7,5.42,0.6,67.7,0,9.0,0,Verified
68.2,1,220.0,18.5,5.0,1,787.7,3.02,5.9,65.8,0,4.6,0,Verified
70.9,1,137.0,26.4,8.1,1,125.3,3.66,0.2,70.3,0,9.4,0,Verified
76.1,1,196.0,9.6,2.0,1,577.1,2.47,3.3,71.6,0,12.3,0,Verified
62.9,1,147.0,8.3,17.1,1,274.8,3.15,4.7,81.2,0,8.5,0,Verified
27.3,0,21.0,77.0,60.0,0,0.7,0.0,86.5,9.4,0,82.6,2,Rejected
91.8,1,93.0,15.4,28.1,1,436.5,9.52,0.7,47.9,0,6.8,0,Verified
63.7,0,136.0,0.0,7.9,1,747.7,1.88,7.8,86.2,0,15.1,0,Verified
97.2,1,8.0,66.1,42.3,1,36.6,0.0,6.2,5.5,0,22.0,0,Verified
47.1,1,7.0,75.9,38.3,1,30.4,23.38,32.6,10.9,1,61.9,1,Flagged for Review
92.2,0,42.0,15.9,19.5,1,359.1,8.49,1.4,57.7,0,14.0,0,Verified
79.2,1,258.0,11.4,1.5,1,488.3,5.34,1.9,51.8,0,10.3,0,Verified
75.5,1,104.0,25.3,33.8,1,287.2,4.98,2.3,83.5,0,7.7,0,Verified
82.6,1,95.0,18.7,23.1,1,617.2,3.14,2.3,63.6,0,13.1,0,Verified
57.6,1,115.0,3.9,23.4,1,365.4,1.17,0.7,48.0,0,11.7,0,Verified
39.6,1,0.0,74.8,23.0,0,5.6,16.34,30.4,16.8,1,82.6,2,Rejected
45.0,1,7.0,71.0,74.1,1,36.4,0.0,8.7,31.6,1,49.6,1,Flagged for Review
48.3,0,13.0,77.1,43.6,0,7.7,29.1,5.3,6.3,1,97.2,2,Rejected
96.1,1,104.0,0.0,10.3,1,326.0,3.5,2.0,57.5,0,0.8,0,Verified
51.8,1,0.0,30.9,21.8,1,8.3,0.0,16.5,4.0,1,50.6,1,Flagged for Review
97.8,1,103.0,23.2,17.0,1,880.9,6.98,1.0,42.5,0,11.0,0,Verified
84.2,1,89.0,1.2,10.0,1,270.4,7.46,2.4,61.7,1,12.3,0,Verified
77.3,1,174.0,8.1,11.5,1,570.2,2.05,2.2,60.7,0,0.0,0,Verified
43.8,1,11.0,55.0,11.5,1,23.6,0.3,11.3,19.8,0,42.2,1,Flagged for Review
80.5,1,115.0,18.8,6.5,1,345.4,1.53,3.2,73.5,0,0.0,0,Verified
44.2,1,9.0,69.0,64.1,1,17.6,20.72,24.1,18.5,0,41.7,1,Flagged for Review
66.9,1,55.0,0.0,12.3,1,1.0,7.21,2.0,55.9,0,29.6,0,Verified
34.9,1,15.0,100.0,73.7,0,52.4,0.1,28.8,26.8,0,70.1,2,Rejected
96.5,1,125.0,7.3,8.8,0,494.9,3.34,0.9,35.1,0,19.9,0,Verified
73.7,1,93.0,0.0,0.0,1,245.5,4.16,4.3,68.3,0,9.9,0,Verified
27.3,0,11.0,69.0,43.5,0,20.8,26.45,63.1,7.8,0,87.4,2,Rejected
48.9,0,0.0,48.8,81.8,1,2.9,0.0,38.7,9.8,0,62.5,1,Flagged for Review
76.4,1,109.0,7.2,17.4,1,254.3,6.83,6.7,41.6,0,7.1,0,Verified
91.5,1,3.0,0.0,4.9,1,556.9,5.8,0.8,88.3,0,5.8,0,Verified
65.8,1,60.0,38.7,12.5,1,18.9,4.97,1.4,61.9,0,31.5,0,Verified
92.6,1,82.0,12.7,0.0,1,655.7,2.73,0.3,38.5,0,7.5,0,Verified
84.8,1,164.0,11.1,12.0,1,315.4,2.35,3.9,70.4,0,0.0,0,Verified
52.8,0,11.0,45.5,14.9,0,43.7,27.43,15.2,0.0,1,83.6,2,Rejected
46.5,0,7.0,77.2,31.1,1,5.0,32.65,17.7,40.5,0,64.5,1,Flagged for Review
45.0,0,3.0,57.5,63.4,0,2.5,15.18,23.9,2.9,1,82.8,2,Rejected
89.0,1,168.0,0.0,13.9,1,208.9,4.75,3.2,8.0,0,14.8,0,Verified
53.1,1,167.0,0.0,0.2,1,94.8,4.94,0.2,22.5,0,19.3,0,Verified
77.6,1,107.0,17.9,2.4,1,47.1,3.45,1.0,79.8,0,13.3,0,Verified
95.2,1,89.0,29.4,16.3,1,706.8,6.24,1.4,52.7,0,15.1,0,Verified
84.7,0,80.0,13.7,5.7,1,385.0,4.53,2.2,47.3,0,7.3,0,Verified
44.8,1,9.0,64.4,59.7,0,7.3,17.79,27.6,28.7,0,66.9,2,Rejected
96.4,1,90.0,8.4,30.8,1,385.7,3.14,0.7,58.5,0,8.3,0,Verified
72.8,1,135.0,9.1,16.0,1,701.0,6.73,2.3,60.7,0,13.0,0,Verified
82.4,1,129.0,20.9,13.2,1,622.5,3.66,7.8,80.9,0,2.6,0,Verified
25.4,0,10.0,77.3,88.9,1,43.4,0.0,29.4,9.5,1,66.6,2,Rejected
59.8,1,167.0,23.0,21.0,1,585.9,4.44,3.4,49.5,0,12.9,0,Verified
68.8,1,194.0,0.0,0.0,1,466.8,4.76,2.9,62.3,0,2.4,0,Verified
74.1,0,116.0,9.3,7.0,0,498.5,6.48,7.7,75.0,0,35.9,1,Flagged for Review
53.5,1,159.0,12.8,23.5,1,477.5,7.03,3.1,71.0,0,10.2,0,Verified
82.7,1,94.0,7.4,24.4,1,420.0,7.3,2.9,66.2,0,6.5,0,Verified
78.5,1,163.0,13.9,6.4,1,615.9,9.44,4.4,59.9,0,3.0,0,Verified
7.7,0,18.0,95.4,79.5,0,7.7,20.16,15.7,0.0,1,100.0,2,Rejected
87.7,1,155.0,20.0,3.6,1,191.0,4.83,2.7,36.4,0,0.0,0,Verified
92.0,1,114.0,26.9,0.0,1,557.5,3.68,2.2,33.6,0,9.7,0,Verified
85.2,1,80.0,6.7,4.4,1,484.3,4.67,1.7,62.1,0,5.8,0,Verified
77.5,1,47.0,0.0,0.0,1,579.0,8.71,0.2,64.0,0,0.0,0,Verified
90.3,1,108.0,13.6,20.2,1,392.9,1.53,1.0,74.7,0,15.2,0,Verified
91.5,0,179.0,28.8,16.7,1,631.1,2.95,1.0,65.1,0,14.6,0,Verified
86.3,1,96.0,5.2,18.7,1,404.0,4.45,3.9,73.9,0,13.0,0,Verified
7.9,1,22.0,52.0,70.3,0,9.8,8.47,28.1,28.6,1,83.7,2,Rejected
85.9,1,148.0,17.0,0.0,1,301.3,3.98,0.8,68.9,0,11.5,0,Verified
98.7,1,97.0,11.9,12.6,1,319.3,9.52,0.2,37.0,0,5.5,0,Verified
22.4,0,20.0,53.3,57.6,1,2.2,1.34,5.1,7.7,1,79.3,2,Rejected
100.0,1,0.0,0.8,10.2,1,333.7,6.03,3.5,22.0,0,7.6,0,Verified
74.6,1,55.0,0.0,8.5,1,993.5,0.85,6.5,55.6,0,16.5,0,Verified
82.5,1,69.0,0.0,32.5,1,567.3,2.24,0.5,77.0,0,13.9,0,Verified
72.6,1,73.0,6.1,17.1,1,426.5,7.33,4.8,56.3,0,10.6,0,Verified
85.1,1,125.0,21.0,35.6,1,633.2,9.17,5.0,68.0,0,3.7,0,Verified
31.9,1,0.0,34.4,54.0,1,8.6,0.11,15.5,0.5,0,30.7,0,Verified
24.0,0,13.0,74.5,77.1,0,8.2,6.15,7.3,24.5,0,79.1,2,Rejected
66.7,1,137.0,1.1,0.0,1,652.8,6.24,1.1,51.6,0,0.9,0,Verified
45.0,0,6.0,73.3,62.6,0,23.7,0.0,2.4,6.0,0,78.2,2,Rejected
57.3,1,18.0,74.8,67.2,0,14.4,1.07,30.5,0.0,1,86.0,2,Rejected
91.0,1,128.0,20.6,0.0,0,102.1,2.38,1.4,43.9,0,29.4,0,Verified
48.8,0,82.0,16.1,30.0,1,261.4,6.99,4.3,30.0,0,21.7,0,Verified
100.0,1,39.0,0.0,8.5,1,346.8,0.0,4.9,58.7,0,6.6,0,Verified
26.7,0,18.0,70.8,31.1,0,58.1,17.37,44.3,7.9,0,68.0,2,Rejected
40.2,1,2.0,80.1,54.9,1,7.1,30.58,14.7,28.7,0,45.5,1,Flagged for Review
84.2,1,180.0,21.2,2.4,1,509.6,3.1,0.3,28.8,0,18.2,0,Verified
84.5,1,118.0,0.0,3.7,1,422.4,4.06,1.5,73.7,0,3.9,0,Verified
41.9,0,0.0,41.9,65.1,1,6.3,0.88,37.6,22.0,0,48.5,1,Flagged for Review
84.8,1,172.0,13.6,32.8,1,634.4,4.94,0.6,56.0,0,13.1,0,Verified
35.7,0,12.0,0.3,74.7,1,9.7,0.0,66.9,39.1,0,53.7,1,Flagged for Review
19.8,0,1.0,70.0,40.3,0,35.2,0.11,24.0,15.9,0,69.8,2,Rejected
72.4,1,122.0,11.0,22.2,1,715.9,5.63,3.3,57.2,0,12.3,0,Verified
61.9,1,151.0,2.1,16.8,1,712.1,5.73,3.0,44.0,0,8.0,0,Verified
84.0,1,118.0,2.2,21.0,1,636.4,2.77,5.8,51.1,0,5.4,0,Verified
90.2,1,168.0,6.5,12.2,1,407.7,0.0,0.1,80.0,0,1.7,0,Verified
89.2,1,120.0,8.7,27.4,1,228.5,2.73,4.4,23.5,0,4.1,0,Verified
93.5,0,43.0,9.9,18.8,1,414.6,2.48,6.4,58.3,0,26.0,0,Verified
5.1,1,0.0,100.0,98.3,0,3.8,0.0,22.7,39.1,1,92.7,2,Rejected
74.5,1,67.0,7.8,15.6,1,42.1,2.9,2.5,79.1,0,0.0,0,Verified
33.3,1,12.0,77.8,55.9,0,13.4,28.36,36.2,23.4,1,81.7,2,Rejected
63.0,1,106.0,13.1,8.5,1,205.3,7.2,0.2,36.2,0,15.6,0,Verified
16.6,0,15.0,51.5,44.2,0,1.2,33.13,14.6,0.0,0,86.9,2,Rejected
68.5,1,161.0,7.1,4.6,1,277.1,7.09,3.1,61.3,0,0.0,0,Verified
39.1,1,3.0,31.9,30.0,0,5.6,1.93,16.9,19.3,1,81.7,2,Rejected
95.2,1,133.0,0.0,0.0,1,238.0,5.15,2.9,17.0,0,21.1,0,Verified
88.8,1,129.0,17.2,0.0,1,835.4,8.91,5.8,33.4,0,1.0,0,Verified
97.0,1,19.0,21.6,20.0,1,1.0,1.04,0.4,78.5,1,33.7,0,Verified
24.1,0,1.0,74.8,66.4,0,45.8,21.84,6.5,3.6,0,66.9,2,Rejected
86.9,1,60.0,8.5,4.0,1,87.9,2.51,10.5,55.2,0,15.4,0,Verified
68.5,0,4.0,63.0,91.4,1,63.7,0.0,7.5,21.8,0,32.1,0,Verified
93.9,1,59.0,8.8,8.6,0,473.6,6.03,0.8,43.5,0,21.6,0,Verified
